PUID,ACCENUMB,CROPNAME,COLLMISSID,COLLNAME,COLLCODE,COLLINSTADDRESS,GENUS,SPECIES,SPAUTHOR,SUBTAXA,SUBTAUTHOR,ACQDATE,ORIGCTY,COLLSITE,DECLATITUDE,DECLONGITUDE,ELEVATION,COLLDATE,ACCENAME,SAMPSTAT,ANCEST,COLSRC,DONORNAME,DUPLINSTNAME,MLSSTAT
10.18730/6NZG6,35057,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1989/10,CHN,"Yunnan, Yunnan Province, , ",24,101,NULL,,;Er Leng Da Mai 30-1,300,NULL,NULL,CAAS,CIMMYT;INRA-MAR;SGSV,1
10.18730/6NZK9,35060,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1989/10,CHN,"Yunnan, Yunnan Province, , ",24,101,NULL,,;Mang Da Mai,300,NULL,NULL,CAAS,CIMMYT;INRA-MAR;SGSV,1
10.18730/6P0K4,35092,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1989/10,CHN,"Yunnan, Yunnan Province, , ",24,101,NULL,,;Jiu Jiu Mai,300,NULL,NULL,CAAS,CIMMYT;INRA-MAR;SGSV,1
10.18730/6P0WD,35101,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1989/10,CHN,"Shaanxi (Shanx), Shaanxi Province, , ",35,108.833,NULL,,Duo Mang Da Mai,300,NULL,NULL,CAAS,CIMMYT,1
10.18730/6P1H$,35122,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1989/10,CHN,"Beijing, Beijing Municipality, , ",40.25,116.5,NULL,,;Jing Pi A 354-2,300,NULL,NULL,CAAS,CIMMYT;INRA-MAR;SGSV,1
10.18730/6P1ZB,35136,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1989/10,CHN,"Beijing, Beijing Municipality, , ",40.25,116.5,NULL,,;Jing Pi C 267-6,300,NULL,NULL,CAAS,CIMMYT;INRA-MAR;SGSV,1
10.18730/6P2S0,35162,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1989/10,CHN,"Hubei, Hubei Province, , ",31,112,NULL,,;E Xi 76-4,300,NULL,NULL,CAAS,CIMMYT;INRA-MAR;SGSV,1
10.18730/6P3DM,35182,Barley,AZE26,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1989,AZE,"Lerik, Lerik District, , village Lerik",38.7667,48.4167,NULL,4/9/1905,,300,NULL,NULL,VIR,CIMMYT;INRA-MAR;SGSV,1
10.18730/6P6ZQ,35296,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1990,SYR,"Aleppo, Aleppo (Halab) Province, , Zorba village; 26 km S of Aleppo",36.6667,36.9833,460,7/14/1986,,300,NULL,NULL,ARCD,CIMMYT;INRA-MAR;SGSV,1
10.18730/6P9W5,35389,Barley,DZA90,ICARDA;ITGC,DZA003;LBN002,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1990,DZA,"Tlemcen, Tlemcen Province, , El Aricha",34.2167,-1.25,1185,6/8/1990,,300,NULL,21,ICARDA-GRU,CIMMYT;INRA-MAR;SGSV,1
10.18730/6PA2B,35395,Barley,DZA90,ICARDA;ITGC,DZA003;LBN002,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1990,DZA,"Tlemcen, Tlemcen Province, , Sebdou",34.6044,-1.32806,855,6/9/1990,,300,NULL,21,ICARDA-GRU,CIMMYT;INRA-MAR;SGSV,1
10.18730/6PACN,35405,Barley,MAR90,ICARDA,LBN002,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1990,MAR,"Tensift, Marrakech - Tensift - Al Haouz Region, Marrakesh Prefecture, Tamsloht; S of Marrakech",31.5,-8,560,6/5/1990,,300,NULL,21,ICARDA-GRU,CIMMYT;INRA-MAR;SGSV,1
10.18730/6PADP,35406,Barley,MAR90,ICARDA,LBN002,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1990,MAR,"Tensift, Marrakech - Tensift - Al Haouz Region, Marrakesh Prefecture, Arhbalou; 8 km S Ourika towards Marrakech",31.3333,-7.75,880,6/6/1990,,300,NULL,21,ICARDA-GRU,CIMMYT;INRA-MAR;SGSV,1
10.18730/6PE8$,35529,Barley,TUR79-2,ARARI;USDA,;TUR001,;   USA,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1979,TUR,"Kars, Kars Province, , 13 km NE Sarikamis",40.4167,42.6833,1880,8/19/1979,;Tokak,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6PEC1,35533,Barley,TUR79-2,ARARI;USDA,;TUR001,;   USA,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1979,TUR,"Erzincan, Erzincan Province, , Threshing area; Tercan",39.7833,40.4,1420,8/26/1979,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6PEH6,35538,Barley,SYR90-1,ARCD;ICARDA;VIR,LBN002;RUS001;SYR003,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1990,SYR,"Al Hasakah, Hasaka (Al Haksa) Province, , 10 km S Al Hasakah on road to Deir-ez-Zor",36.4069,40.7917,250,6/27/1990,;Arabi Aswad,300,NULL,61,ICARDA-GRU,CIMMYT;INRA-MAR;SGSV,1
10.18730/6PEK8,35540,Barley,SYR90-1,ARCD;ICARDA;VIR,LBN002;RUS001;SYR003,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1990,SYR,"Al Hasakah, Hasaka (Al Haksa) Province, , 5 km W of Kamishly; Himo village",37.0519,41.1653,NULL,6/29/1990,;Arabi Aswad,300,NULL,27,ICARDA-GRU,CIMMYT;INRA-MAR;SGSV,1
10.18730/6PENA,35542,Barley,SYR90-2,ARCD;ICARDA;VIR,LBN002;RUS001;SYR003,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1990,SYR,"Idlib, Idlib Province, , Saklia; 6 km after Sendyan",35.7694,36.2861,280,7/9/1990,,300,NULL,61,ICARDA-GRU,CIMMYT;INRA-MAR;SGSV,1
10.18730/6PFD$,35566,Barley,AFG24,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,AFG,"Bamiyan, Samangan Province, Royi Du Ab, Near rabat Ru'i h=2115ý",35.5333,67.8,2115,4/7/1905,,300,NULL,NULL,VIR,CIMMYT;INRA-MAR;SGSV,1
10.18730/6PFFU,35568,Barley,AFG24,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,AFG,"Bamian, Baghlan Province, Kahmard, on way from Mt. pass Ak-Rabat to Sukhta Tchinar",35.0667,67.6667,2200,4/7/1905,,300,NULL,NULL,VIR,CIMMYT;INRA-MAR;SGSV,1
10.18730/6PFH1,35570,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,EGY,"El Giza, Al Jizah Governorate, , Giza",30.01,31.2081,NULL,4/10/1905,,300,NULL,NULL,VIR,CIMMYT;INRA-MAR;SGSV,1
10.18730/6PPN7,35798,Barley,CHN80,ABES,,Aberdeen Arizona  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,CHN,"Xinjiang Uygur, Xinjiang Uygur Autonomous Region, Bayin'gholin Mongol Autonomous Prefectur, South mountain; 90 km from Urumqi",42.9833,87.55,2100,8/12/1980,,300,NULL,NULL,USKW,INRA-MAR;SGSV,1
10.18730/6PPQ9,35800,Barley,CHN80,ABES,,Aberdeen Arizona  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,CHN,"Xinjiang Uygur, Xinjiang Uygur Autonomous Region, ▄r³mqi Prefecture City, East; 80 km of Urumqi towards Turpan",43.3667,88.2333,NULL,8/10/1980,,300,NULL,NULL,USKW,INRA-MAR;SGSV,1
10.18730/6PPYG,35807,Barley,CHN80,ABES,,Aberdeen Arizona  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,CHN,"Gansu, Gansu Province, Lanzhou Prefecture City, Airport Road; Field N of Lanzhou",36.05,103.683,NULL,8/8/1980,,300,NULL,NULL,USKW,INRA-MAR;SGSV,1
10.18730/6PQ8T,35817,Barley,CHN80,ABES,,Aberdeen Arizona  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,CHN,"Gansu, Gansu Province, Linxia Hui Autonomous Prefecture, En route to Liu family power dam; 24 km W of Lanzhou",36.1,103.333,1750,8/7/1980,,300,NULL,NULL,USKW,INRA-MAR;SGSV,1
10.18730/6PQE*,35823,Barley,CHN80,ABES,,Aberdeen Arizona  USA,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,CHN,"Nei Mongol, Nei Mongol Autonomous Region, Xilin Gol League, Institute of Grassland Research; Abagnar Qi",43.9333,116.05,NULL,8/1/1980,,300,NULL,NULL,USKW,INRA-MAR;SGSV,1
10.18730/6PR1E,35842,Barley,NULL,C-418,SWE030,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,CHN,"Xizang(Tibet), Xizang Autonomous Region, , ",30,91,NULL,,;No.990,300,NULL,NULL,USKW,INRA-MAR;SGSV,1
10.18730/6PRS1,35866,Barley,TUR77-2,PGRC;UMANITOBA,CAN001;CAN086,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,TUR,"Antalya, Antalya Province, , 29 km W of Kas",36.2833,29.4,NULL,5/30/1905,;CHC-235,300,NULL,NULL,USKW,CIMMYT;INRA-MAR;SGSV,1
10.18730/6PXG4,36017,Barley,JOR91,ICARDA;NCARTT,JOR006;LBN002,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,JOR,"Az Zarqa, Zarqa Province, Zarqa Sub-Province, Doliel; 5 km E Doliel",32.1167,36.2667,645,5/26/1991,,300,NULL,21,ICARDA-GRU,CIMMYT;INRA-MAR;SGSV,1
10.18730/6PYAY,36043,Barley,JOR91,ICARDA;NCARTT,JOR006;LBN002,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,JOR,"Az Zarqa, Zarqa Province, Azraq Sub-Province, Al Azraq Al Janoubi",31.7833,36.8,560,6/2/1991,,300,NULL,21,ICARDA-GRU,CIMMYT;INRA-MAR;SGSV,1
10.18730/6PYR7,36057,Barley,SUN91,AAI;ICARDA;VIR,ARM002;LBN002;RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,TKM,"Krasnovodsk, Balkan Province, , Seiwan; 50 km SE Kara-Kala",38.25,56.3333,860,6/23/1991,,300,NULL,21,ICARDA-GRU,CIMMYT;INRA-MAR;SGSV,1
10.18730/6PZ6N,36071,Barley,NULL,AWCC,AUS003,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,IRN,"Ilam, Ilam Province, Mehran County, Mehran",33.5,46.5,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6PZ7P,36072,Barley,NULL,AWCC,AUS003,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,IRN,"Ilam, Ilam Province, Mehran County, Mehran 2",33.25,46.3333,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6PZH*,36082,Barley,NULL,AWCC,AUS003,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,IRN,"Lorestan, Lorestan Province, Borujerd County, Khorramabad",33.4833,48.35,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6PZJ~,36083,Barley,NULL,AWCC,AUS003,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IRN,"Mazandaran, Mazandaran Province, Chalus/Noshahr County, Chalus",36.5,51.25,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6Q2AA,36230,Barley,NULL,C-370,,Monasterio de Cocquillada Zaragoza 14  ESP,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,ESP,"Aragon, Arag¾n Autonomous Community, Zaragoza Province, Zaragoza",41.6667,-0.9,NULL,,;Sierra de Allequz Blanca,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6Q43Y,36287,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,ETH,"Harerge, Dire Dawa Administrative State, , ",9.58333,41.8667,NULL,,;ST 1256 Harar,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6Q98A,36452,Barley,NULL,ZIGuK,DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,FRA,"Alsace, Alsace Region, Haut-Rhin Department, Colmar",48.0833,7.36667,NULL,,Colmar,300,NULL,NULL,USDA,SGSV,1
10.18730/6QANJ,36497,Barley,ETH70,USDA,,   USA,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,ETH,"Tigray, Tigray Administrative State, Easetern Tigray Zone, 46 km S of Adigrat",14.0667,39.4833,NULL,5/23/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QEGY,36621,Barley,IND76,IBPGR;SARDI,AUS006;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Jammu & Kashmir, Jammu and Kashmir State, Kargil District, Phokar",34.3667,76.2378,3680,8/1/1976,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QFFR,36652,Barley,IND76,IBPGR;SARDI,AUS006;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Jammu & Kashmir, Jammu and Kashmir State, Doda District, Puldoda",33.1333,75.5333,1370,8/1/1976,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QFHT,36654,Barley,IND76,IBPGR;SARDI,AUS006;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Jammu & Kashmir, Jammu and Kashmir State, Doda District, Tibba",33,75.7667,2680,8/1/1976,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QFMX,36657,Barley,IND76,IBPGRSARDI,AUS006ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Jammu & Kashmir, Jammu and Kashmir State, Doda District, Sangrambata",33.3,75.75,1100,8/1/1976,,300,NULL,NULL,USDA,SGSV,1
10.18730/6QFS$,36662,Barley,IND76,IBPGRSARDI,AUS006ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Himachal Pradesh, Himachal Pradesh Union Territory, Chamba District, Salooni",32.7167,76.0167,1730,8/1/1976,,300,NULL,NULL,USDA,SGSV,1
10.18730/6QFY2,36667,Barley,IND76,IBPGRSARDI,AUS006ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Himachal Pradesh, Himachal Pradesh Union Territory, Chamba District, Bag",32.4833,76.15,1140,8/1/1976,,300,NULL,NULL,USDA,SGSV,1
10.18730/6QFZ3,36668,Barley,IND76,IBPGRSARDI,AUS006ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Himachal Pradesh, Himachal Pradesh Union Territory, Chamba District, Garola",32.4411,76.4589,1590,8/1/1976,,300,NULL,NULL,USDA,SGSV,1
10.18730/6QG04,36669,Barley,IND76,IBPGRSARDI,AUS006ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Himachal Pradesh, Himachal Pradesh Union Territory, Chamba District, Sathli",32.4469,76.5033,1970,8/1/1976,,300,NULL,NULL,USDA,SGSV,1
10.18730/6QG8C,36677,Barley,IND76,IBPGRSARDI,AUS006ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Himachal Pradesh, Himachal Pradesh Union Territory, Mandi District, Garot",31.9994,76.8608,1820,8/1/1976,,300,NULL,NULL,USDA,SGSV,1
10.18730/6QGKQ,36688,Barley,IND76,IBPGRSARDI,AUS006ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Uttar Pradesh, Uttaranchal State, Uttarkashi District, Lakha Mandal",30.7167,78.0789,1040,8/1/1976,,300,NULL,NULL,USDA,SGSV,1
10.18730/6QGPT,36691,Barley,IND76,IBPGRSARDI,AUS006ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Uttar Pradesh, Uttaranchal State, Tehri Garhwal District, Buranskanda",30.3664,78.3044,2320,8/1/1976,,300,NULL,NULL,USDA,SGSV,1
10.18730/6QGTY,36695,Barley,IND76,IBPGRSARDI,AUS006ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Uttar Pradesh, Uttaranchal State, Uttarkashi District, Ludhad",30.6167,78.5167,1680,8/1/1976,,300,NULL,NULL,USDA,SGSV,1
10.18730/6QGX~,36698,Barley,IND76,IBPGRSARDI,AUS006ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Uttar Pradesh, Uttaranchal State, Uttarkashi District, Kamar",30.7167,78.55,1920,8/1/1976,,300,NULL,NULL,USDA,SGSV,1
10.18730/6QH0U,36701,Barley,IND76,IBPGRSARDI,AUS006ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Uttar Pradesh, Uttaranchal State, Uttarkashi District, Salung",30.8378,78.6236,1980,8/1/1976,,300,NULL,NULL,USDA,SGSV,1
10.18730/6QH10,36702,Barley,IND76,IBPGRSARDI,AUS006ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Uttranchal, Uttaranchal State, Tehri Garhwal District, Jamu",30.5889,78.025,1310,8/1/1976,,300,NULL,NULL,USDA,SGSV,1
10.18730/6QH87,36709,Barley,IND76,IBPGR;SARDI,AUS006;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Uttar Pradesh, Uttaranchal State, Chamoli District, Hilang",30.5125,79.4833,2200,8/1/1976,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QHCB,36713,Barley,IND76,IBPGR;SARDI,AUS006;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Uttar Pradesh, Uttaranchal State, Bageshwar District, Meladongri",29.9333,79.6,1270,8/1/1976,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QHSR,36726,Barley,IND76,IBPGR;SARDI,AUS006;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Uttar Pradesh, Uttaranchal State, Pithoragarh District, Panthiali",29.8342,80.2667,1310,8/1/1976,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QHTS,36727,Barley,IND76,IBPGR;SARDI,AUS006;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IND,"Uttar Pradesh, Uttaranchal State, Darchula District, Dhun",29.7742,80.3958,790,8/1/1976,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QJB5,36744,Barley,NULL,IDE,,Tehran   IRN,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,IRN,"Zanjan, Zanjan Province, n.a. ( 46) County, Zanjan Ostan betwen Zanjan and Bejar",36.8,48.45,1700,8/1/1974,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QJE8,36747,Barley,NULL,IDE,,Tehran   IRN,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,IRN,"Kordestan, Kordestan Province, Qorveh County, 5 km from Garvk between Hamadan and Sanandaj",35.2333,47.6667,1950,8/1/1974,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QJHB,36750,Barley,NULL,IDE,,Tehran   IRN,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IRN,"Zanjan, Zanjan Province, n.a. ( 81) County, Zagch W of Hamadan",35.85,48.3667,NULL,8/1/1974,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QJKD,36752,Barley,NULL,USDA,,   USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,IRN,"Tehran, Tehran Province, Karaj County, Baghestan",35.8833,50.9667,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QJXQ,36763,Barley,NULL,UOKA,JPN009,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,JPN,"Yamagata-Ken, Wakayama Prefecture, , ",38.5,140.25,NULL,,;Orokkaku 22,300,selection from Orokkaku,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QJZS,36765,Barley,NULL,UOKA,JPN009,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,JPN,"Kyoto-Fu, Kyoto Urban Prefecture, , Kyoto",35.0167,135.75,NULL,,;Shiro Omugi 1,300,selection from Shiro Omugi,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QK7~,36773,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,JPN,"Hokkaido, Gifu Prefecture, , ",43.3333,142.5,NULL,,;Mashu Mugi,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QK9=,36775,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,JPN,"Kagawa-Ken, Shiga Prefecture, , Kagawa",34.2333,134.033,NULL,,;Shiratama Hadaka,300,Hakudo 6/Yunagi Hadaka,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QKPB,36808,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Kosi, East Development Region, Dhankuta District, Hile",27.0217,87.3167,1900,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QKQC,36809,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Kosi, East Development Region, Sankhuwasabha District, Bhotiagan",27.3167,87.4083,1975,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QKSE,36811,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Kosi, East Development Region, Sankhuwasabha District, Chitlang",27.3164,87.4372,1800,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QM1P,36819,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Kosi, East Development Region, Bhojpur District, Hilan Kagate",27.2417,87.08,1830,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QM4S,36822,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,NPL,"Kosi, East Development Region, Bhojpur District, Tare",27.3133,87.085,2040,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QM6V,36824,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Kosi, East Development Region, Bhojpur District, Talkharka",27.3,87.0667,2125,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QMD$,36831,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Kosi, East Development Region, Bhojpur District, Chenga (Chhuwa)",27.2683,86.9981,1825,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QME=,36832,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Kosi, East Development Region, Bhojpur District, Chenga (Chhuwa)",27.2683,86.9981,1825,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QMM4,36838,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Kosi, East Development Region, Sankhuwasabha District, Dhojo",27.4431,87.2164,1700,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QMR8,36842,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Kosi, East Development Region, Sankhuwasabha District, Mangatang",27.5839,87.2292,1750,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QN3K,36853,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Kosi, East Development Region, Sankhuwasabha District, Tenchong",27.4719,87.0317,1525,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QNAT,36860,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Sagarmatha, East Development Region, Solukhumbu District, Sanamle",27.4517,86.89,2730,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QNBV,36861,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Sagarmatha, East Development Region, Solukhumbu District, Sanamle",27.4517,86.89,2730,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QNDX,36863,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Sagarmatha, East Development Region, Solukhumbu District, Sorung",27.4686,86.8497,2450,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QNH~,36867,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Sagarmatha, East Development Region, Solukhumbu District, Bung",27.5,86.8333,1675,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QNP1,36872,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Sagarmatha, East Development Region, Solukhumbu District, Cherem",27.5808,86.7994,2550,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QNZA,36881,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Sagarmatha, East Development Region, Solukhumbu District, Ghat",27.7233,86.715,2485,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
